Timestamp,Temperature,Vibration,Pressure,RPM,Condition
2023-01-01 00:00:00,79.96714153011233,3.6430105390255565,1.0696572495333636,905.828409731878,Normal
2023-01-01 01:00:00,73.61735698828815,4.389001073892694,1.0566647185071334,1183.5043059189384,Normal
2023-01-01 02:00:00,81.47688538100692,3.8052378779097142,0.8126960308389017,1323.8914781122241,Warning
2023-01-01 03:00:00,90.23029856408026,5.220836093892239,1.1159168443527476,1544.9006732774073,Critical
2023-01-01 04:00:00,72.65846625276664,7.3943570629238256,,1807.2486979820635,Warning
2023-01-01 05:00:00,72.6586304305082,3.457915685717591,0.8691631348479343,1708.2407830115294,Warning
2023-01-01 06:00:00,90.79212815507391,7.001640995536828,0.6001824374204384,1146.2025604657542,Critical
2023-01-01 07:00:00,82.67434729152909,3.436655855306225,1.3117253033925629,1388.4863213503043,Warning
2023-01-01 08:00:00,70.30525614065049,3.3047455750062316,0.9536901012109409,1522.91267661077,Normal
2023-01-01 09:00:00,80.42560043585965,6.637189236686426,1.4333768069632624,1421.3378626660501,Critical
2023-01-01 10:00:00,70.36582307187538,6.843872756015234,1.160589985303899,1419.2114322395116,Warning
2023-01-01 11:00:00,70.34270246429743,6.702819873525309,1.089619642670205,983.1770026037185,Warning
2023-01-01 12:00:00,77.41962271566034,2.3684051835637177,0.8827544611438001,1154.1797546581079,Normal
2023-01-01 13:00:00,55.86719755342202,4.0680980438558985,0.790729992862516,1379.118045258218,Normal
2023-01-01 14:00:00,57.75082167486967,6.645977184006643,1.104594314779389,572.0322975164513,Warning
2023-01-01 15:00:00,69.37712470759027,5.083083681127789,0.9856971981454036,1692.1932960029562,Normal
2023-01-01 16:00:00,64.87168879665576,2.8526143076050716,0.7321459369029397,1088.196270086679,Normal
2023-01-01 17:00:00,78.14247332595274,5.916635878250883,0.6966283166983362,1706.0514399795413,Warning
2023-01-01 18:00:00,65.91975924478788,3.570385482017059,0.8082592541712832,1679.674801341273,Normal
2023-01-01 19:00:00,,8.589049696784425,1.364193445053246,1336.8920870662846,Critical
2023-01-01 20:00:00,89.65648768921554,8.089682924836517,1.4426555836022608,1800.1644977104613,Critical
2023-01-01 21:00:00,72.74223699513465,6.208194852711134,1.0409978294617819,1722.95920347748,Warning
2023-01-01 22:00:00,75.67528204687923,7.722013409539548,1.0297885592482576,1407.311558749608,Warning
2023-01-01 23:00:00,60.75251813786544,5.129582700246762,0.9327359256340958,1373.4721154424906,Normal
2023-01-02 00:00:00,69.55617275474818,6.530874988750032,0.8131029303380995,1829.169835699307,Warning
2023-01-02 01:00:00,76.10922589709867,7.95544059060415,1.2750358115214488,1569.6041518222992,Warning
2023-01-02 02:00:00,63.490064225776976,5.490997363588625,1.3747152787794272,,Warning
2023-01-02 03:00:00,78.75698018345672,4.489625656971433,0.8213161828321429,783.3077776941789,Normal
2023-01-02 04:00:00,68.99361310081196,1.5907560836457684,0.9834323243150797,1529.5455291058386,Normal
2023-01-02 05:00:00,72.08306250206724,4.833732948557012,0.9100267398579664,1026.7772739091881,Normal
2023-01-02 06:00:00,68.98293387770603,6.6468463691246225,0.9159521850270046,1492.2634477539711,Warning
2023-01-02 07:00:00,93.52278184508938,6.891266855135259,1.2371816510859723,1714.1460625037653,Critical
2023-01-02 08:00:00,74.86502775262066,6.0087301314368196,0.7376076909267757,2021.7420437247308,Critical
2023-01-02 09:00:00,,3.9174018100755204,,1218.5499814688442,Normal
2023-01-02 10:00:00,83.22544912103189,1.046356862104819,1.145647621461173,1342.2885584094051,Warning
2023-01-02 11:00:00,62.791563500289776,4.00956980399053,0.9715697652796361,1471.3401278773388,Normal
2023-01-02 12:00:00,77.08863595004756,4.391310257892097,1.1786135653973546,1207.6406695614328,Normal
2023-01-02 13:00:00,55.403298761202244,4.374142065619972,1.02953036810749,1793.567918636777,Warning
2023-01-02 14:00:00,61.71813951101569,6.237112713955849,1.2434259842312225,1478.971636390313,Warning
